agent_id,admin_id,date
30803,4,2020-1
22657,3,2020-1
40792,2,2020-1
16404,4,2020-1
9935,2,2020-1
16221,2,2020-1
20163,1,2020-2
42737,4,2020-2
1786,2,2020-2
37333,1,2020-2
44857,1,2020-2
57856,4,2020-2
36803,1,2020-2
55192,1,2020-2
8607,2,2020-2
16701,3,2020-2
7883,4,2020-3
32488,1,2020-3
55824,3,2020-3
2654,2,2020-3
53907,1,2020-3
751,3,2020-3
27408,2,2020-3
30266,1,2020-3
4898,4,2020-3
1207,4,2020-3
52337,3,2020-4
29154,2,2020-4
15158,4,2020-4
17505,2,2020-4
13687,1,2020-4
52124,3,2020-4
9654,2,2020-4
57713,4,2020-4
54795,3,2020-4
49536,1,2020-4
42824,2,2020-5
19953,4,2020-5
10774,2,2020-5
50035,1,2020-5
14627,2,2020-5
56350,2,2020-5
54514,3,2020-5
8630,4,2020-5
6796,4,2020-5
55876,2,2020-5
32639,3,2020-6
33942,3,2020-6
2683,2,2020-6
9495,2,2020-6
16171,2,2020-6
43012,4,2020-6
58246,4,2020-6
10847,3,2020-6
7296,2,2020-6
32275,2,2020-6
57125,4,2020-7
33842,3,2020-7
36418,4,2020-7
37422,4,2020-7
32344,1,2020-7
10840,4,2020-7
16661,2,2020-7
18633,1,2020-7
43884,1,2020-7
25017,1,2020-7
55825,1,2020-8
13389,2,2020-8
946,1,2020-8
42162,4,2020-8
6883,1,2020-8
31488,3,2020-8
48956,1,2020-8
57764,2,2020-8
23624,3,2020-8
49080,1,2020-8
27726,3,2020-9
22151,3,2020-9
40677,2,2020-9
15350,1,2020-9
43357,3,2020-9
51108,4,2020-9
51810,4,2020-9
20858,1,2020-9
48698,2,2020-9
4824,2,2020-9
44911,4,2020-10
14842,2,2020-10
39769,1,2020-10
34513,4,2020-10
5708,4,2020-10
39554,2,2020-10
32230,1,2020-10
12989,4,2020-10
35477,4,2020-10
50901,2,2020-10
33860,1,2020-11
31612,4,2020-11
43358,2,2020-11
29624,1,2020-11
18816,1,2020-11
5832,1,2020-11
32343,3,2020-11
50900,1,2020-11
40180,3,2020-11
56616,2,2020-11
13678,2,2020-12
24471,4,2020-12
52726,4,2020-12
58401,2,2020-12
51140,2,2020-12
47988,1,2020-12
18259,2,2020-12
40071,4,2020-12
59772,4,2020-12
37550,4,2020-12
41448,2,2021-1
18323,1,2021-1
26664,1,2021-1
12417,4,2021-1
28059,4,2021-1
2791,3,2021-1
14493,3,2021-1
29905,3,2021-1
57178,3,2021-1
21016,4,2021-1
29881,4,2021-2
27644,4,2021-2
48219,2,2021-2
50541,1,2021-2
50653,1,2021-2
16643,1,2021-2
32413,2,2021-2
53436,3,2021-2
3411,4,2021-2
38784,2,2021-2
17167,4,2021-3
34198,2,2021-3
3290,4,2021-3
45827,2,2021-3
18490,3,2021-3
29809,2,2021-3
46636,3,2021-3
47785,2,2021-3
20174,3,2021-3
53236,2,2021-3
20964,4,2021-4
19018,1,2021-4
25602,2,2021-4
7068,3,2021-4
49690,2,2021-4
43281,2,2021-4
3040,4,2021-4
44653,1,2021-4
11018,1,2021-4
20806,1,2021-4
17195,3,2021-5
50025,1,2021-5
59143,1,2021-5
30939,1,2021-5
1304,1,2021-5
11054,1,2021-5
31031,3,2021-5
5387,4,2021-5
1639,4,2021-5
39803,1,2021-5
9062,1,2021-6
25696,4,2021-6
42114,3,2021-6
41753,2,2021-6
58656,3,2021-6
38380,1,2021-6
45357,3,2021-6
59630,3,2021-6
30009,4,2021-6
43488,3,2021-6
6892,2,2021-7
14960,1,2021-7
46403,4,2021-7
36444,3,2021-7
28469,4,2021-7
32008,2,2021-7
52704,2,2021-7
28890,4,2021-7
57166,1,2021-7
43846,2,2021-7
8221,4,2021-8
21785,4,2021-8
56329,4,2021-8
55471,1,2021-8
35089,3,2021-8
510,4,2021-8
24113,4,2021-8
47797,1,2021-8
13304,4,2021-8
47139,1,2021-8
3216,3,2021-9
53771,4,2021-9
4979,3,2021-9
35073,1,2021-9
31048,4,2021-9
52635,1,2021-9
11792,2,2021-9
32497,3,2021-9
53571,4,2021-9
11393,3,2021-9
3426,2,2021-10
57189,2,2021-10
25556,3,2021-10
44934,1,2021-10
55006,2,2021-10
10579,2,2021-10
59233,2,2021-10
42823,1,2021-10
34390,4,2021-10
17432,1,2021-10
6438,4,2021-11
23445,1,2021-11
47250,2,2021-11
22885,1,2021-11
15859,1,2021-11
850,4,2021-11
2411,2,2021-11
34175,1,2021-11
26175,1,2021-11
11463,3,2021-11
8509,3,2021-12
11623,1,2021-12
10528,2,2021-12
27591,4,2021-12
19911,1,2021-12
51391,2,2021-12
21266,4,2021-12
13641,3,2021-12
16675,3,2021-12
55013,1,2021-12
34465,1,2022-1
39169,4,2022-1
32774,3,2022-1
22827,1,2022-1
8429,2,2022-1
8764,1,2022-1
30227,4,2022-1
13900,3,2022-1
4642,3,2022-1
7733,3,2022-1
6582,1,2022-2
44232,1,2022-2
6597,4,2022-2
59295,4,2022-2
1100,4,2022-2
8804,2,2022-2
898,4,2022-2
24416,4,2022-2
8023,1,2022-2
45647,4,2022-2
55507,1,2022-3
11020,4,2022-3
4159,4,2022-3
3797,4,2022-3
451,3,2022-3
16085,3,2022-3
32323,1,2022-3
752,2,2022-3
38272,4,2022-3
3195,1,2022-3
50767,2,2022-4
17877,4,2022-4
24814,3,2022-4
34409,4,2022-4
47931,4,2022-4
7988,3,2022-4
38184,2,2022-4
10872,3,2022-4
46701,2,2022-4
27274,1,2022-4
48214,3,2022-5
40986,2,2022-5
45012,3,2022-5
40339,4,2022-5
22008,2,2022-5
19009,1,2022-5
29993,1,2022-5
20275,3,2022-5
4412,4,2022-5
39939,3,2022-5
27305,3,2022-6
54287,2,2022-6
4331,2,2022-6
18257,2,2022-6
39674,3,2022-6
35205,3,2022-6
19256,1,2022-6
8104,1,2022-6
7439,1,2022-6
46095,3,2022-6
10279,1,2022-7
39115,2,2022-7
54191,3,2022-7
8539,2,2022-7
46401,2,2022-7
51704,1,2022-7
11717,1,2022-7
57738,2,2022-7
24381,3,2022-7
14303,2,2022-7
4478,2,2022-8
9545,4,2022-8
54657,4,2022-8
40727,1,2022-8
40836,3,2022-8
52617,4,2022-8
29569,2,2022-8
48697,1,2022-8
21192,1,2022-8
29340,2,2022-8
1160,4,2022-9
32852,4,2022-9
53591,4,2022-9
16354,3,2022-9
14069,3,2022-9
48260,4,2022-9
36859,3,2022-9
53400,1,2022-9
58607,1,2022-9
53547,2,2022-9
13416,3,2022-10
45175,2,2022-10
35094,3,2022-10
17429,3,2022-10
37598,4,2022-10
22097,1,2022-10
20638,2,2022-10
16393,1,2022-10
54491,3,2022-10
8641,2,2022-10
37338,4,2022-11
54914,1,2022-11
38471,2,2022-11
17227,1,2022-11
47782,4,2022-11
20669,2,2022-11
50662,1,2022-11
28381,3,2022-11
39754,4,2022-11
34509,1,2022-11
34752,3,2022-12
37966,2,2022-12
47449,4,2022-12
36797,3,2022-12
43264,2,2022-12
2544,2,2022-12
13167,1,2022-12
5472,4,2022-12
23130,1,2022-12
58470,3,2022-12
54796,1,2023-1
15490,3,2023-1
18776,1,2023-1
28754,1,2023-1
3777,4,2023-1
22725,2,2023-1
45018,4,2023-1
43774,2,2023-1
56800,3,2023-1
3376,3,2023-1
18222,4,2023-2
39026,4,2023-2
35217,1,2023-2
40498,1,2023-2
40511,3,2023-2
18107,3,2023-2
27444,1,2023-2
12472,3,2023-2
1534,3,2023-2
7687,4,2023-2
48408,1,2023-3
43364,3,2023-3
6605,2,2023-3
36950,4,2023-3
43337,3,2023-3
42226,3,2023-3
932,3,2023-3
31454,3,2023-3
33420,1,2023-3
45723,1,2023-3
39174,2,2023-4
58538,4,2023-4
3787,4,2023-4
7872,2,2023-4
26011,1,2023-4
726,2,2023-4
49293,2,2023-4
46072,3,2023-4
38673,2,2023-4
8737,1,2023-4
53625,2,2023-5
52968,1,2023-5
49258,2,2023-5
56109,2,2023-5
7069,1,2023-5
36963,1,2023-5
4792,4,2023-5
57932,2,2023-5
13082,3,2023-5
49316,4,2023-5
11209,3,2023-6
44725,4,2023-6
4690,4,2023-6
49994,1,2023-6
59790,4,2023-6
19029,2,2023-6
3602,4,2023-6
10456,3,2023-6
6322,1,2023-6
84,2,2023-6
7824,3,2023-7
16086,3,2023-7
21718,4,2023-7
2006,3,2023-7
10313,4,2023-7
15103,4,2023-7
21224,2,2023-7
36713,1,2023-7
2982,4,2023-7
25815,1,2023-7
30531,1,2023-8
12696,3,2023-8
39496,4,2023-8
20396,1,2023-8
37691,2,2023-8
58616,2,2023-8
5204,3,2023-8
33258,2,2023-8
48017,2,2023-8
18287,3,2023-8
32917,3,2023-9
48926,4,2023-9
58262,1,2023-9
1113,1,2023-9
53348,1,2023-9
6788,1,2023-9
56058,3,2023-9
10049,2,2023-9
46371,4,2023-9
46772,2,2023-9
9802,2,2023-10
48602,4,2023-10
57629,1,2023-10
43600,1,2023-10
23838,4,2023-10
52165,2,2023-10
3523,1,2023-10
58409,4,2023-10
49965,4,2023-10
1005,2,2023-10
51738,4,2023-11
17423,1,2023-11
24676,1,2023-11
46703,1,2023-11
57704,4,2023-11
42051,4,2023-11
8165,2,2023-11
59324,2,2023-11
31885,3,2023-11
15002,2,2023-11
4830,1,2023-12
44208,4,2023-12
47799,3,2023-12
36418,2,2023-12
18745,4,2023-12
32851,4,2023-12
12468,3,2023-12
6235,1,2023-12
16657,4,2023-12
26078,4,2023-12
