sub_url,photo,build_year,house_name,address,price,district,id
/loupan/227.html,https://img.0756fang.com/Upload/Dictionary/2020-11/201129144227DD30407111214011852B.jpg/260X170,2004,龙园海湾雅苑,情侣南路288号  ,27021,1,227
/loupan/198.html,https://img.0756fang.com/Upload/Dictionary/2018-09/a3d46744-32b6-4b13-b2f9-44e36660427f.jpg/260X170,1993,昌盛花园,香洲区拱北昌盛路74,22194,1,198
/loupan/245.html,https://img.0756fang.com/Upload/Dictionary/2019-02/965b1b5b-2274-4d05-81e1-39cf0814917e.jpg/260X170,1994,金钟花园,香洲区兰埔路2号  ,15263,1,245
/loupan/316.html,https://img.0756fang.com/Upload/Dictionary/2018-09/b5419c18-73a4-433d-b8fa-cee7145152f7.jpg/260X170,1999,迎宾广场,拱北迎宾南路1144,22025,1,316
/loupan/241.html,https://img.0756fang.com/Upload/Dictionary/2018-02/1bef35a3-dba8-4b16-afb1-c43bada633be.jpg/260X170,1998,金泉花园,香洲区九洲大道西10,22000,1,241
/loupan/247.html,https://img.0756fang.com/Upload/Dictionary/2020-07/s6B608E5C50E74641B8F2D88B799E0FDC.jpg/260X170,2007,九洲时代,香洲区九洲大道西10,23884,1,247
/loupan/215.html,https://img.0756fang.com/Upload/Dictionary/2018-09/4d858a9c-8ee6-4fac-aa06-9b2481f35cff.jpg/260X170,1999,桂花村,香洲区九洲大道西10,21965,1,215
/loupan/243.html,https://img.0756fang.com/Upload/Dictionary/2018-09/86cc2ffe-9ba0-4bad-a6dc-b2fd5f2796c4.jpg/260X170,1998,金钟公寓,香洲区兰埔金钟街5号,13327,1,243
/loupan/314.html,https://img.0756fang.com/Upload/Dictionary/2018-06/df43073e-99ac-446b-81d2-25842765675b.jpg/260X170,1992,银海新村,水湾路228号(36,20913,1,314
/loupan/6841.html,https://img.0756fang.com/Upload/Dictionary/2019-09/a8926224-7e0c-4545-935d-07354b94a8e4.jpg/260X170,2019,国维中央广场,一区：香洲区国维二街,31505,1,6841
/loupan/206.html,https://img.0756fang.com/Upload/fyEstate/140513145333EEBB7D08CB11E5AF5613.jpg/260X170,1996,富绅花园,香洲区拱北迎宾南路1,21978,1,206
/loupan/278.html,https://img.0756fang.com/Upload/Dictionary/2018-01/93c652e0-0f0c-45d2-b4a2-82239401a5d9.jpg/260X170,2003,鸣翠谷,香洲区兰埔路162-,24492,1,278
/loupan/235.html,https://img.0756fang.com/Upload/Dictionary/2020-07/sFE151CD674534F4597672022D03506D4.jpg/260X170,1998,华发广场(拱北),粤海东路1031号(,21049,1,235
/loupan/273.html,https://img.0756fang.com/Upload/fyEstate/1405211432300AE18EA21F74F76809DD.jpg/260X170,2005,米兰丽都,香洲区拱北侨光路16,24498,1,273
/loupan/228.html,https://img.0756fang.com/Upload/Dictionary/2019-02/49359996-565b-4c3e-b4a8-792708b35e21.jpg/260X170,1998,海祥园,香洲区金钟街50号 ,21795,1,228
/loupan/199.html,https://img.0756fang.com/Upload/Dictionary/2019-02/1902220923479DA32DD992A044C88448.jpg/260X170,1999,东城花园,香洲区兰埔路金钟街1,22271,1,199
/loupan/6073.html,https://img.0756fang.com/Upload/Dictionary/2021-06/s294BEEE4086A49D492906B7C8E481060.jpg/260X170,2016,仁恒滨海中心,香洲区情侣南路1号 ,66000,1,6073
/loupan/293.html,https://img.0756fang.com/Upload/Dictionary/2020-05/sED740D6089AB4B318BAB711DFAA6648B.jpg/260X170,2000,泰来花园,香洲区拱北侨南街1号,18694,1,293
/loupan/310.html,https://img.0756fang.com/Upload/Dictionary/2020-07/s3CC43133348A478980D2F0587C228757.jpeg/260X170,2004,颐清园,香洲区拱北联安路10,21193,1,310
/loupan/320.html,https://img.0756fang.com/Upload/fyEstate/140513175320ED3768FE1A07542792B5.jpg/260X170,1997,御花园,香洲区拱北迎宾南路2,21930,1,320
/loupan/321.html,https://img.0756fang.com/Upload/Dictionary/2018-02/0cc6fc58-2e1c-4b90-97a3-028edb18cd87.jpg/260X170,1999,圆明山庄,圆明新园旁边    ,19626,1,321
/loupan/224.html,https://img.0756fang.com/Upload/Dictionary/2020-07/sD118D8F8F25147ABA23D544BF554782B.jpeg/260X170,2005,海湾半山,香洲区拱北水湾路22,31752,1,224
/loupan/6271.html,https://img.0756fang.com/Upload/Dictionary/2018-04/14fd5a9b-3698-4b0c-8a67-7293fd429e88.jpg/260X170,2019,玖洲道,珠海市九洲大道西21,32144,1,6271
/loupan/268.html,https://img.0756fang.com/Upload/Dictionary/2020-11/s74E1570D80F240DB9C0E717CED5A7F18.jpg/260X170,1996,龙城大厦,香洲区拱北迎宾南路2,21875,1,268
/loupan/302.html,https://img.0756fang.com/Upload/Dictionary/2018-11/4730c214-96ad-4684-b9e6-c609c39ad402.jpg/260X170,1994,新市花园,香洲区粤华路152号,18500,1,302
/loupan/234.html,https://img.0756fang.com/Upload/Dictionary/2018-09/d4848f85-981f-4466-8262-e36d9db35f37.jpg/260X170,1995,花苑新村,香洲区拱北粤华路22,24613,1,234
/loupan/218.html,https://img.0756fang.com/Upload/Dictionary/2020-07/s83BC0E3B8E144E869670472C5F3FC0BE.jpg/260X170,1998,桂花中心大厦,拱北桂花北路96号 ,24370,1,218
/loupan/328.html,https://img.0756fang.com/Upload/Dictionary/2020-07/s79E617174B1143C8BDEE42084876FD51.jpg/260X170,1994,珠光花园(拱北),香洲区拱北桂花北路5,18079,1,328
/loupan/200.html,https://img.0756fang.com/Upload/Dictionary/2019-06/2a216292-f520-45ec-a114-a21fc8726daa.jpg/260X170,2005,都市广场,拱北粤海中路1023,21651,1,200
/loupan/305.html,https://img.0756fang.com/Upload/Dictionary/2018-09/c735f142-5ad6-4c30-9054-bbbd0d43c332.jpg/260X170,2003,星华雅苑,香洲区拱北兰埔路88,22642,1,305
/loupan/269.html,https://img.0756fang.com/Upload/Dictionary/2020-07/s5B6AE802332E470F8D788384093EDFB8.jpg/260X170,1994,龙泉阁,香洲区迎宾南路217,19116,1,269
/loupan/237.html,https://img.0756fang.com/Upload/Dictionary/2020-07/s49C4098F4E9F4AA8AE86E0867FBF5D24.jpg/260X170,1995,将军花园,香洲区石花西路将军巷,17550,1,237
/loupan/220.html,https://img.0756fang.com/Upload/Dictionary/2018-07/ebb78339-829f-4942-94cc-471179496d90.jpg/260X170,1990,海安园,香洲区拱北侨光路11,32059,1,220
/loupan/219.html,https://img.0756fang.com/Upload/fyEstate/1405150935380273E477ECF7E0A83394.jpg/260X170,1999,海定园(海关宿舍),香洲区拱北莲花路17,32627,1,219
/loupan/272.html,https://img.0756fang.com/Upload/Dictionary/2019-02/557455fa-7bc7-4324-a4bf-6a3108e1b402.jpg/260X170,1997,美景山庄,香洲区拱北水湾路22,19242,1,272
/loupan/238.html,https://img.0756fang.com/Upload/Dictionary/2020-07/sAD2369A8EFAA4045A502A82D22FD8E25.jpg/260X170,1994,将军山小区,拱北联安路190号 ,20000,1,238
/loupan/192.html,https://img.0756fang.com/Upload/fyEstate/0903021510260D5B27BF517409BCFCB4.jpg/260X170,1993,花园大厦(北岭),拱北迎宾南路2079,13787,1,192
/loupan/205.html,https://img.0756fang.com/Upload/Dictionary/2018-09/3ad030f0-bf80-4f5a-a5d5-6b9edf6915e3.jpg/260X170,1994,富丽花园,香洲区拱北兰埔路56,16482,1,205
/loupan/262.html,https://img.0756fang.com/Upload/Dictionary/2020-07/sE81449963CAE489C9CB121E5961ABB1D.jpeg/260X170,1995,联安路住宅,香洲区联安路    ,20613,1,262
/loupan/309.html,https://img.0756fang.com/Upload/Dictionary/2018-07/a5724923-178a-47f6-b9e4-2a4b98c7a1f1.jpg/260X170,1994,亚仿苑,香洲区石花西路将军巷,17783,1,309
/loupan/285.html,https://img.0756fang.com/Upload/Dictionary/2019-02/cd450d14-26bc-4b6e-95c3-494d383fe278.jpg/260X170,1999,日华花园,香洲区拱北情侣南路2,27378,1,285
/loupan/312.html,https://img.0756fang.com/Upload/Dictionary/2019-06/deaa9f6f-6b62-4f19-8112-06ccb8a705cf.jpg/260X170,2004,艺丰大厦,香洲区粤海中路100,25577,1,312
/loupan/277.html,https://img.0756fang.com/Upload/Dictionary/2021-10/sB4C951EDF04D46879B34329494651452.jpg/260X170,2003,名门大厦,香洲区迎宾南路218,12000,1,277
/loupan/240.html,https://img.0756fang.com/Upload/fyEstate/14051412004213930FCFCB9EA834A1FD.jpg/260X170,2005,金桂轩,香洲区九洲大道西10,24370,1,240
/loupan/191.html,https://img.0756fang.com/Upload/Dictionary/2020-07/s2EA832EE678A4D079BCE3F96C66E3F11.jpg/260X170,1995,宝江大厦,香洲区拱北联安路23,18889,1,191
/loupan/296.html,https://img.0756fang.com/Upload/Dictionary/2018-09/8d1b4840-184f-4840-9644-e1eb4524c2e6.jpg/260X170,2002,西海名苑,香洲区拱北围基28号,24815,1,296
/loupan/213.html,https://img.0756fang.com/Upload/fyEstate/14051411430350DA5288C551929EE139.jpg/260X170,1993,桂花北路,桂花北路      ,15056,1,213
/loupan/299.html,https://img.0756fang.com/Upload/fyEstate/1405151121426CB36600E6687802A350.jpg/260X170,1995,香江楼,香洲区拱北迎宾南路2,17000,1,299
/loupan/233.html,https://img.0756fang.com/Upload/Dictionary/2019-03/9d4a4b6b-883f-4aba-8add-52e130d6f870.jpg/260X170,2000,花城苑,香洲区石花西路将军巷,21388,1,233
/loupan/248.html,https://img.0756fang.com/Upload/fyEstate/14051513193496F91C1A5CBC15FEA2FB.jpg/260X170,2006,骏成苑,香洲区兰埔路38号 ,20970,1,248
/loupan/202.html,https://img.0756fang.com/Upload/fyEstate/140514120539FD78DE22651E8F515766.jpg/260X170,1997,富都广场,香洲区拱北迎宾南路2,30233,1,202
/loupan/1466.html,https://img.0756fang.com/Upload/Dictionary/2020-07/s44C3392A9A2B441CB47140257CC69594.jpeg/260X170,2007,中铁凤凰谷,香洲区拱北联安路30,38188,1,1466
/loupan/226.html,https://img.0756fang.com/Upload/Dictionary/2020-07/sC6BC7C41A05D4D99BF0A599A2FFEF26B.jpeg/260X170,2000,海湾新家园,拱北联安路2号   ,23667,1,226
/loupan/308.html,https://img.0756fang.com/Upload/Dictionary/2020-07/s234E5955549645C88D40D9073F0A1A2C.jpg/260X170,2000,迅发苑,香洲区拱北岭南路55,19653,1,308
/loupan/4597.html,https://img.0756fang.com/Upload/fyEstate/141203171030AC55ABA10A0A76D88751.jpg/260X170,2013,海逸雍雅堡,香洲区金钟街33号 ,38368,1,4597
/loupan/4551.html,https://img.0756fang.com/Upload/Dictionary/2018-09/602aefb3-f6dc-4cc0-b942-74d0d0e7e87b.jpg/260X170,1998,联安大厦,香洲区粤海中路103,19802,1,4551
/loupan/223.html,https://img.0756fang.com/Upload/Dictionary/2019-02/c43f35ae-86eb-4234-ba54-e309a5495dc1.jpg/260X170,1999,海涛居,香洲区粤海东路100,24815,1,223
/loupan/231.html,https://img.0756fang.com/Upload/Dictionary/2018-09/b4c8e732-0313-4806-afcb-5b7e37f621f4.jpg/260X170,2003,和园大厦,香洲区拱北围基路28,29202,1,231
/loupan/284.html,https://img.0756fang.com/Upload/Fang/2021-11/2111031817161FE317F9CA474FB08FBA.jpg/260X170,1992,侨岭街住宅,侨岭街       ,21761,1,284
/loupan/195.html,https://img.0756fang.com/Upload/Dictionary/2019-02/76d18c6f-5862-44cb-bbf3-8e7bccddcc4a.jpg/260X170,2001,边检大院,香洲区拱北侨光路2号,26000,1,195
/loupan/207.html,https://img.0756fang.com/Upload/Dictionary/2018-09/730d5826-8227-4b39-8540-50d70ccb5f47.jpg/260X170,1998,工商银行大厦,桂花南38号    ,24000,1,207
/loupan/4263.html,https://img.0756fang.com/Upload/fyEstate/1405151428217D9224F2E56D88D7D85D.jpg/260X170,0,梅珠大楼,香洲区粤海中路215,21129,1,4263
/loupan/6785.html,https://img.0756fang.com/Upload/Dictionary/2019-07/3320d5c7-53c6-4620-8f22-09ed39c3cfdc.jpg/260X170,1993,侨社宿舍,香洲区拱北桂花北路7,20559,1,6785
/loupan/271.html,https://img.0756fang.com/Upload/Dictionary/2018-06/1d705e22-7346-4fea-ba5a-832c2e6d3d4f.jpg/260X170,1993,美景花园,香洲区拱北水湾路22,22604,1,271
/loupan/196.html,https://img.0756fang.com/Upload/fyEstate/140514112155B550DFEA1F1D27C4256E.jpg/260X170,1997,拱北边检宿舍,拱北粤海中路2130,17604,1,196
/loupan/279.html,https://img.0756fang.com/Upload/Dictionary/2020-07/s4F440789B8A74AC08B06A8B3BBC578CE.jpg/260X170,1993,南大大厦,香洲区粤海中路102,15000,1,279
/loupan/259.html,https://img.0756fang.com/Upload/Dictionary/2018-02/837eed76-5d19-4602-9ed7-566123a75d6e.jpg/260X170,1995,丽祥苑,香洲区拱北桂花北路1,20953,1,259
/loupan/311.html,https://img.0756fang.com/Upload/Dictionary/2018-09/5511f0a8-8a34-4c6f-8356-34d250649734.jpg/260X170,1994,义福新村,香洲区拱北围基路28,35000,1,311
/loupan/225.html,https://img.0756fang.com/Upload/fyEstate/1405151058388B0B4BDA82A59EBA4267.jpg/260X170,2000,海湾豪苑,香洲区拱北水湾路22,23769,1,225
/loupan/995.html,https://img.0756fang.com/Upload/Dictionary/2018-09/0bfea28e-c353-4f7f-98b6-b886bbcd277a.jpg/260X170,1992,广发苑,香洲区桂花南路52号,23933,1,995
/loupan/190.html,https://img.0756fang.com/Upload/Dictionary/2020-07/s71DB7AA45FA24140A9D2EC6D927CF208.jpg/260X170,1992,宝丰大厦,香洲区拱北迎宾南路2,18317,1,190
/loupan/2900.html,https://img.0756fang.com/Upload/Dictionary/2019-06/45ae915a-3d50-40bf-be02-0f86b4d076ae.jpg/260X170,1997,市水质监测中心综合楼, 香洲区拱北昌盛路1,22857,1,2900
/loupan/257.html,https://img.0756fang.com/Upload/fyEstate/140515171258B50574129908D13EF167.jpg/260X170,1994,丽景花园,香洲区拱北联安路15,20191,1,257
/loupan/6938.html,https://img.0756fang.com/Upload/Dictionary/2020-05/sD87253A29BB74C5EBACC18ED2E4D3810.jpg/260X170,2020,利腾金力湾,香洲区拱北丰源街58,37000,1,6938
/loupan/4774.html,/images/nopic_gr.gif,2000,拱北市政维修站,香洲区拱北粤海中路2,16560,1,4774
/loupan/2069.html,https://img.0756fang.com/Upload/Dictionary/2018-09/839d95bb-4644-417c-bcc9-25c121c701a9.jpg/260X170,1999,金钟苑,香洲区兰埔金钟街5号,19104,1,2069
/loupan/246.html,https://img.0756fang.com/Upload/Dictionary/2020-07/s42644A9EB5344B4FB83E367E5C8FBA58.jpeg/260X170,2000,景湾阁,香洲区拱北情侣南路3,20800,1,246
/loupan/4176.html,https://img.0756fang.com/Upload/Dictionary/2019-06/2f125c5a-6028-417c-862b-870429a7c12d.jpg/260X170,1999,九洲大厦(拱北),拱北粤海东路1018,25493,1,4176
/loupan/194.html,https://img.0756fang.com/Upload/Dictionary/2021-01/sE43E999D0B944472916E609746D33C81.png/260X170,1988,侨南街住宅,新地址：侨南街（旧：,19104,1,194
/loupan/4885.html,https://img.0756fang.com/Upload/Dictionary/2019-02/36f6abc8-98bd-470f-aac5-158ff33f9f48.jpg/260X170,1992,卫检宿舍,香洲区拱北莲花路54,20134,1,4885
/loupan/4824.html,https://img.0756fang.com/Upload/Dictionary/2021-07/s143CCFC4B8474D198680E1BB7B16EBDB.png/260X170,1999,炮台山中旅宿舍,香洲区拱北粤海中路2,20000,1,4824
/loupan/4421.html,/images/nopic_gr.gif,1995,兰埔路,兰埔路239号 ，兰,19195,1,4421
/loupan/275.html,https://img.0756fang.com/Upload/fyEstate/140514174936EB35CCA980460A380158.jpg/260X170,1998,民富花园,香洲区拱北民富路2号,26829,1,275
/loupan/43247.html,https://img.0756fang.com/Upload/Dictionary/2021-07/s242131F4A4254F418026D8E463A2E50F.jpg/260X170,2021,玖云汇,香洲区望舒巷106号,39800,1,43247
/loupan/267.html,https://img.0756fang.com/Upload/Dictionary/2019-02/ea415e28-e183-4724-beaf-6e1b429dc513.jpg/260X170,2004,凌海名庭,香洲区拱北水湾路22,25976,1,267
/loupan/208.html,https://img.0756fang.com/Upload/fyEstate/14051511492896C80ECD7E34C4DF8B80.jpg/260X170,1992,公路局宿舍,香洲区       ,16452,1,208
/loupan/43283.html,https://img.0756fang.com/Upload/Dictionary/2021-08/sBFA7A097C5A749B591CDB8E3A528D02D.png/260X170,1989,华侨宾馆南侧商住楼,香洲区拱北迎宾南路2,17004,1,43283
/loupan/2902.html,https://img.0756fang.com/Upload/fyEstate/14052513470086130F7F69C6F32D5255.jpg/260X170,1996,中国城酒店,白石路2192号  ,0,1,2902
/loupan/214.html,https://img.0756fang.com/Upload/fyEstate/1405141149126CF4AB5C76DDB9ECDB22.jpg/260X170,1993,桂花北园,香洲珠海市拱北桂花北,16145,1,214
/loupan/306.html,/images/nopic_gr.gif,2004,幸运阁,          ,0,1,306
/loupan/6772.html,https://img.0756fang.com/Upload/Dictionary/2019-07/848d5527-70f6-4d7b-b09c-9f1cc90b3d01.jpg/260X170,1999,围苑新村,香洲区拱北桂花南路6,65312,1,6772
/loupan/2058.html,https://img.0756fang.com/Upload/Dictionary/2019-06/ee96b3ce-1f9f-4c5f-b762-f696735e0c50.jpg/260X170,2004,口岸地下商场,          ,0,1,2058
/loupan/6294.html,https://img.0756fang.com/Upload/Dictionary/2018-09/d629fa51-e0de-4b4a-922a-a057fc77f513.jpg/260X170,1993,邮政宿舍(桂花南),桂花南路42号   ,18000,1,6294
/loupan/2066.html,/images/nopic_gr.gif,1995,中保宿舍,          ,0,1,2066
/loupan/263.html,/images/nopic_gr.gif,2008,凉粉桥旁住宅,          ,0,1,263
/loupan/3460.html,/images/nopic_gr.gif,1999,市政排水综合楼,          ,13500,1,3460
/loupan/326.html,https://img.0756fang.com/Upload/Dictionary/2020-07/sE9959E7B7DC54201AFF4B59FA135FCB6.jpg/260X170,1998,中建大厦,珠海市拱北区迎宾南路,0,1,326
/loupan/303.html,/images/nopic_gr.gif,1992,新市酒店,          ,0,1,303
/loupan/4693.html,https://img.0756fang.com/Upload/Dictionary/2016-03/d0cdbaed-26e7-4aec-b621-0e8b407b416c.jpg/260X170,2005,时代百货,银都酒店对面    ,0,1,4693
/loupan/668.html,https://img.0756fang.com/Upload/Dictionary/2018-09/eda7ba09-7922-4f8b-9781-7dca36092a74.jpg/260X170,1993,人保大厦,香洲区桂花南路58号,22319,1,668
/loupan/322.html,/images/nopic_gr.gif,2009,圆明新园商业,          ,0,1,322
/loupan/250.html,https://img.0756fang.com/Upload/Dictionary/2018-09/f717c9be-1dbd-4c80-a7fc-cbfe690135fa.jpg/260X170,1993,春晖楼,前山夏村新乐街7号 ,13408,1,250
/loupan/43180.html,/images/nopic_gr.gif,2017,侨光商业中心,珠海跨境工业区西环路,0,1,43180
/loupan/4806.html,https://img.0756fang.com/Upload/Dictionary/2019-02/15e6aad6-6b61-461a-b47b-e38b1e63816b.jpg/260X170,1993,蓝天别墅区,水湾路21号    ,0,1,4806
/loupan/1543.html,/images/nopic_gr.gif,2005,时代百货,          ,45600,1,1543
/loupan/209.html,/images/nopic_gr.gif,2009,拱北宾馆,拱北水湾南路21号 ,0,1,209
/loupan/4809.html,https://img.0756fang.com/Upload/Dictionary/2016-12/4b10bc61-bcd9-4050-a2ec-8fd25a895ec9.jpg/260X170,1990,东盛苑小区,香洲区拱北侨光路15,22414,1,4809
/loupan/201.html,https://img.0756fang.com/Upload/Dictionary/2020-07/s5E2514F9ED374A1F81D35676D36DEC55.jpg/260X170,1994,发展大厦,香洲区拱北水湾路13,19880,1,201
/loupan/6607.html,/images/nopic_gr.gif,1995,白合小区,香洲区白合街11号 ,0,1,6607
/loupan/6942.html,https://img.0756fang.com/Upload/Dictionary/2020-05/s7861C4FB11E4489087A41BF97E036B04.png/260X170,1989,拱北关闸,拱北关闸村关闸北街 ,0,1,6942
/loupan/6146.html,/images/nopic_gr.gif,2007,愚园,迎宾南路2163号 ,0,1,6146
/loupan/43541.html,/images/nopic_gr.gif,2000,麦潮酒店,香洲区拱北夏湾粤华西,0,1,43541
/loupan/264.html,https://img.0756fang.com/Upload/Dictionary/2018-02/514516b7-f773-4ec0-aa4f-d47b365d2506.jpg/260X170,1999,粮食局集资房,珠海市香洲区桂花北路,18459,1,264
/loupan/4904.html,https://img.0756fang.com/Upload/Dictionary/2018-09/602aefb3-f6dc-4cc0-b942-74d0d0e7e87b.jpg/260X170,1999,宏盛大厦(拱北),          ,19014,1,4904
/loupan/327.html,https://img.0756fang.com/Upload/fyEstate/1405141636381E570085294E3296A34B.jpg/260X170,1996,中珠大厦,迎宾南路1081号 ,15263,1,327
/loupan/43413.html,/images/nopic_gr.gif,1985,水湾路商住楼,          ,0,1,43413
/loupan/6702.html,https://img.0756fang.com/Upload/Dictionary/2019-04/d3afd277-3a9a-460b-b4e6-3199deea22a0.jpg/260X170,2019,UNO街区文创,          ,0,1,6702
/loupan/4540.html,/images/nopic_gr.gif,0,联发大厦,珠海澳跨境工业区内 ,0,1,4540
/loupan/6072.html,https://img.0756fang.com/Upload/Dictionary/2019-06/3a6ddac4-5a09-45a9-b00b-8011487d0b14.jpg/260X170,1995,检验检疫局宿舍,香洲区拱北侨光路13,25521,1,6072
/loupan/43161.html,/images/nopic_gr.gif,2005,华策大厦,          ,0,1,43161
/loupan/287.html,/images/nopic_gr.gif,1990,市政大厦,          ,0,1,287
/loupan/43021.html,https://img.0756fang.com/Upload/Dictionary/2020-12/sE85AF605D5E448678F929D37D2833A46.png/260X170,1986,海滨楼,香洲区拱北高沙东街粤,0,1,43021
/loupan/42998.html,https://img.0756fang.com/Upload/Dictionary/2020-11/sBBBE56F1792344A9B492BC52E801F0C1.jpeg/260X170,2020,龙光玖云著,香洲区九洲大道西10,27000,1,42998
/loupan/288.html,https://img.0756fang.com/Upload/fyEstate/140514150455E3E3C2CCAE8DFF09D3CF.jpg/260X170,1999,水电三局宿舍楼,拱北桂花北路57号 ,18001,1,288
/loupan/42999.html,https://img.0756fang.com/Upload/Dictionary/2020-11/s4F78DDE65ADF4F11B2F216B1CE80100D.jpeg/260X170,2020,富力新天地,香洲区跃升路68号(,36829,1,42999
/loupan/2890.html,/images/nopic_gr.gif,1992,中旅宿舍,香洲区拱北粤海中路2,18024,1,2890
/loupan/265.html,https://img.0756fang.com/Upload/Dictionary/2018-09/7953ea41-57c3-4225-b9c9-6d44004afdb4.jpg/260X170,2003,亮珠广场,          ,0,1,265
/loupan/42916.html,https://img.0756fang.com/Upload/Dictionary/2020-09/s81202AA000AE436E9EA5C0815D9FBDE2.jpg/260X170,2020,世茂港珠澳口岸城,香洲区茂盛二路67号,40000,1,42916
/loupan/6889.html,/images/nopic_gr.gif,0,龙兴市场大厦,          ,0,1,6889
/loupan/43457.html,/images/nopic_gr.gif,1995,兰埔工业大厦,香洲区金钟街3号  ,0,1,43457
/loupan/4333.html,/images/nopic_gr.gif,2001,裕富新村,香洲区拱北关闸北街3,27000,1,4333
/loupan/1823.html,https://img.0756fang.com/Upload/fyEstate/1405141640176E0D4D896D327E22040C.jpg/260X170,1996,建安大厦(拱北),香洲区桂花北路155,18373,1,1823
/loupan/286.html,https://img.0756fang.com/Upload/Dictionary/2018-09/4d8fdddb-f9f7-4d52-8516-9f931e26aeb4.jpg/260X170,1995,升冠大厦,香洲区拱北粤海东路1,21053,1,286
/loupan/581.html,https://img.0756fang.com/Upload/Dictionary/2018-09/217c21a9-a10f-49bb-b7fa-cfecec72ab19.jpg/260X170,1994,秋月楼,九洲大道西新乐街5号,0,1,581
/loupan/197.html,https://img.0756fang.com/Upload/Dictionary/2017-04/efc23b49-fad8-4110-a3ba-98ead3243c62.jpg/260X170,1989,滨海花园,香洲区拱北莲花路29,18731,1,197
/loupan/6712.html,https://img.0756fang.com/Upload/Dictionary/2021-04/s3C5B311C7AA34D898ADACA5881100003.jpg/260X170,2019,岭秀城壹号,香洲区岭秀巷20号 ,36957,1,6712
/loupan/323.html,https://img.0756fang.com/Upload/fyEstate/14052112363403AB6BC136ABD639AEF3.jpg/260X170,1990,粤海东路住宅,          ,18064,1,323
/loupan/283.html,https://img.0756fang.com/Upload/fyEstate/1405141532243D4313A04EEB292EE245.jpg/260X170,1992,侨光路住宅,侨光路281号   ,27490,1,283
/loupan/217.html,https://img.0756fang.com/Upload/fyEstate/1405151134082F4F8B549089E6AE6C1D.jpg/260X170,1991,桂花中路,香洲区拱北桂花中路 ,8165,1,217
/loupan/294.html,https://img.0756fang.com/Upload/fyEstate/140514161253F2EF610C9BF04FDE3BF6.jpg/260X170,1995,围基村,          ,21795,1,294
/loupan/6500.html,https://img.0756fang.com/Upload/Fang/2022-01/220110155420E843E8C0F8074F3EB59F.jpg/260X170,1995,炮台山五支队宿舍,香洲区拱北粤海西路2,17001,1,6500
/loupan/189.html,https://img.0756fang.com/Upload/Dictionary/2017-01/74f966c2-eff3-4069-bb33-b36c60fd10a6.jpg/260X170,1996,爱特大厦,莲花路280号   ,15187,1,189
/loupan/4792.html,https://img.0756fang.com/Upload/Dictionary/20115241824105715.jpg/260X170,1986,莲花路住宅,          ,18000,1,4792
/loupan/304.html,https://img.0756fang.com/Upload/fyEstate/140514151757FF530BC04AFC5E056CA3.jpg/260X170,1998,兴发大厦,拱北粤海东路1008,25175,1,304
